MonitoringStation	EventId	Cruise	Program	Project	Agency	Source	Station	SampleDate	SampleTime	TotalDepth	UpperPycnocline	LowerPycnocline	Depth	Layer	SampleType	SampleReplicateType	Parameter	Qualifier	MeasureValue	Unit	Method	Lab	Problem	PrecisionPC	BiasPC	Details	Latitude	Longitude
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	1	AP	D	S1	DOP		0.0054	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	4	BP	D	S1	DOP		0.0068	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS2	DOP		0.0118	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS1	DOP		0.0179	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	11	B 	D	S1	DOP		0.0155	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	AP	D	S1	DOP		0.0127	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	7	BP	D	S1	DOP		0.0203	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS1	FSS		2	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS2	FSS		0.8	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0.5	S 	D	FS1	FSS		3.2	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0.5	S 	D	FS2	FSS		3.2	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	0.5	S 	D	FS1	FSS		0.8	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	0.5	S 	D	FS2	FSS		0.4	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	0.5	S 	D	FS1	FSS		2	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	0.5	S 	D	FS2	FSS		2.8	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	0	S 	ISM	M1	KD		1.4605	1/M	D01 						39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	0	S 	ISM	M1	KD		1.3965	1/M	D01 						39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0	S 	ISM	M1	KD		1.3024	1/M	D01 						39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0	S 	ISM	M1	KD		1.6641	1/M	D01 						39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	7			FS_AVG	NH4F		0.006	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	0.5	S 	D	FS2	NH4F		0.039	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	0.5	S 	D	FS1	NH4F		0.043	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	3	AP	D	S1	NH4F		0.045	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	11	B 	D	S1	NH4F		0.053	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	6	BP	D	S1	NH4F		0.048	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	0.5	S 	D	FS2	NH4F		0.007	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	0.5	S 	D	FS1	NH4F		0.009	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	4	AP	D	S1	NH4F		0.014	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	11	B 	D	S1	NH4F		0.028	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	7	BP	D	S1	NH4F		0.03	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0.5	S 	D	FS2	NH4F		0.042	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0.5	S 	D	FS1	NH4F		0.039	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	4	BP	D	S1	NH4F		0.054	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	1	AP	D	S1	NH4F		0.061	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	11	B 	D	S1	NH4F		0.058	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS2	NH4F		0.011	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS1	NH4F		0.012	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	7	BP	D	S1	NH4F		0.006	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	AP	D	S1	NH4F		0.01	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	11	B 	D	S1	NH4F		0.013	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	11	B 	D	S1	NO23F		0.261	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	AP	D	S1	NO23F		0.273	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	7	BP	D	S1	NO23F		0.263	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS1	NO23F		0.277	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS2	NO23F		0.279	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	11	B 	D	S1	NO23F		0.105	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	1	AP	D	S1	NO23F		0.164	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	4	BP	D	S1	NO23F		0.144	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0.5	S 	D	FS1	NO23F		0.173	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0.5	S 	D	FS2	NO23F		0.248	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	7	BP	D	S1	NO23F		0.175	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	11	B 	D	S1	NO23F		0.15	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	4	AP	D	S1	NO23F		0.201	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	0.5	S 	D	FS1	NO23F		0.235	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	0.5	S 	D	FS2	NO23F		0.232	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	6	BP	D	S1	NO23F		0.352	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	11	B 	D	S1	NO23F		0.329	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	3	AP	D	S1	NO23F		0.4	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	0.5	S 	D	FS1	NO23F		0.419	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	0.5	S 	D	FS2	NO23F		0.413	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	0.5	S 	D	FS2	NO2F		0.0068	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	0.5	S 	D	FS1	NO2F		0.0068	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	3	AP	D	S1	NO2F		0.0061	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	11	B 	D	S1	NO2F		0.0051	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	6	BP	D	S1	NO2F		0.0052	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	0.5	S 	D	FS2	NO2F		0.0042	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	0.5	S 	D	FS1	NO2F		0.0042	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	4	AP	D	S1	NO2F		0.0039	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	11	B 	D	S1	NO2F		0.004	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	7	BP	D	S1	NO2F		0.0043	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0.5	S 	D	FS2	NO2F		0.0259	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0.5	S 	D	FS1	NO2F		0.0269	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	4	BP	D	S1	NO2F		0.0226	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	1	AP	D	S1	NO2F		0.0259	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	11	B 	D	S1	NO2F		0.0255	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS2	NO2F		0.1543	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS1	NO2F		0.141	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	7	BP	D	S1	NO2F		0.1636	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	AP	D	S1	NO2F		0.154	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	11	B 	D	S1	NO2F		0.1895	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	7			FS_AVG	NO2F		0.1637	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	11	B 	D	S1	NO3F		0.0715	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	AP	D	S1	NO3F		0.119	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	7	BP	D	S1	NO3F		0.0994	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS1	NO3F		0.136	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS2	NO3F		0.1247	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	11	B 	D	S1	NO3F		0.0795	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	1	AP	D	S1	NO3F		0.1381	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	4	BP	D	S1	NO3F		0.1214	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0.5	S 	D	FS1	NO3F		0.1461	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0.5	S 	D	FS2	NO3F		0.2221	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	7	BP	D	S1	NO3F		0.1707	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	11	B 	D	S1	NO3F		0.146	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	4	AP	D	S1	NO3F		0.1971	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	0.5	S 	D	FS1	NO3F		0.2308	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	0.5	S 	D	FS2	NO3F		0.2278	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	6	BP	D	S1	NO3F		0.3468	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	11	B 	D	S1	NO3F		0.3239	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	3	AP	D	S1	NO3F		0.3939	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	0.5	S 	D	FS1	NO3F		0.4122	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	0.5	S 	D	FS2	NO3F		0.4062	MG/L	D01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	0.5	S 	D	FS2	PC		0.712	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	0.5	S 	D	FS1	PC		0.693	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	3	AP	D	S1	PC		0.631	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	11	B 	D	S1	PC		1.53	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419893	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB2.2	6/29/16	10:04:00	12	4.5	4.5	6	BP	D	S1	PC		0.582	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	0.5	S 	D	FS2	PC		1.501	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	0.5	S 	D	FS1	PC		1.49	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	4	AP	D	S1	PC		0.602	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	11	B 	D	S1	PC		0.866	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	419936	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB2.2	7/13/16	10:12:00	12	5.5	5.5	7	BP	D	S1	PC		0.565	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0.5	S 	D	FS2	PC		0.667	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0.5	S 	D	FS1	PC		0.67	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	4	BP	D	S1	PC		0.67	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	1	AP	D	S1	PC		0.651	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	11	B 	D	S1	PC		0.994	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS2	PC		0.537	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	S 	D	FS1	PC		0.532	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	7	BP	D	S1	PC		0.78	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	AP	D	S1	PC		0.525	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	11	B 	D	S1	PC		1.08	MG/L	L01 	CBL					39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	1	M 	ISM	M1	PH		7.2	SU	F01 						39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	7	BP	ISM	M1	PH		7.2	SU	F01 						39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	11	B 	ISM	M1	PH		7.2	SU	F01 						39.34873	-76.17579
CB2.2	421695	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/31/16	10:06:00	12.5	0.7	5.5	0.5	AP	ISM	M1	PH		7.2	SU	F01 						39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	0.5	S 	ISM	M1	PH		7.3	SU	F01 						39.34873	-76.17579
CB2.2	421694	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB2.2	8/10/16	10:03:00	12	2.5	2.5	10	M 	ISM	M1	PH		7.2	SU	F01 						39.34873	-76.17579
